time,actual x,actual y,actual z,actual R,actual P,actual Y
0.334452,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.335525,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.336594,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.337667,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.338751,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.339824,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.340896,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.341973,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.343051,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.344122,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.34521,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.346321,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.347427,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.3485,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.349558,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.35067,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.351752,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.352824,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.353935,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.355011,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.356109,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.357188,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.3583,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.3594,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.360517,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.361588,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.362656,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.363723,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.364808,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.365876,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.366947,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.368032,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.369109,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.37018,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.371252,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.372339,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.373415,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.374509,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.375629,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.376756,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.377855,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.378939,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.380013,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.381082,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
0.382167,0.535654,-0.22776,1.47066,0.00253269,0.0135827,-1.59653
